obra;grupo;material_normalizado;material;unidade;data;quantidade;valor_unitario;valor_total;ano
KHRONOS - AC15925 R3 - EXECUTIVO;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8""";"TUBO DE COBRE DIÂMETRO 5/8""";k;24/03/2026;50.0;130.0;6500.0;2026
KHRONOS - AC15925 R3 - EXECUTIVO;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8""";"TUBO DE COBRE DIÂMETRO 7/8""";M;24/03/2026;295.0;32.438159999999996;9775.494;2026
KHRONOS - AC15925 R3 - EXECUTIVO;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"", 1/16""";"TUBO DE COBRE DIÂMETRO 7/8"", 1/16""";M;24/03/2026;10.0;108.0;1080.0;2026
KHRONOS - AC15925 R3 - EXECUTIVO;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"", 1/16""";"TUBO DE COBRE DIÂMETRO 7/8"", 1/16""";k;24/03/2026;70.0;130.0;9100.0;2026
KHRONOS - AC15925 R3 - EXECUTIVO;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"", 1/32""";"TUBO DE COBRE DIÂMETRO 7/8"", 1/32""";M;24/03/2026;24.0;56.1924;1348.6176;2026
RESIDENCIAL FUSION - AC05925;DUTOS;ACESSÓRIOS PARA REDE DE DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;ACESSÓRIOS PARA REDE DE  DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;VB;08/12/2025;2.0;500.0;1600.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;CABO DE COMUNICAÇÃO;Cabo de Comunicação;m;08/12/2025;300.0;7.26;2178.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;CHAPA DE AÇO GALVANIZADO #26;CHAPA DE AÇO GALVANIZADO #26;KG;08/12/2025;1330.0;13.0;42560.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;CONDULETE;Condulete;;08/12/2025;2.0;150.425;300.85;2025
RESIDENCIAL FUSION - AC05925;DUTOS;DESCARGA DE CHAPA;Descarga de chapa;pç;08/12/2025;1.0;660.0;660.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;GRELHA TROPICAL DH-400X600;GRELHA TROPICAL DH-400X600;UNID.;08/12/2025;6.0;309.5;1857.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;GRELHA TROPICAL DH-800X600;GRELHA TROPICAL DH-800X600;UNID.;08/12/2025;6.0;550.0;3300.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;GRELHA TROPICAL GC 300X1000;GRELHA TROPICAL GC 300X1000;UNID.;08/12/2025;17.0;346.0;5935.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;QUADRO DE COMANDO PARA VENTILADORES DE RENOVAÇÃO DE AR (TOTAL 6 PAINÉIS COM TIMER);QUADRO DE COMANDO PARA VENTILADORES DE RENOVAÇÃO DE AR (TOTAL 6 PAINÉIS COM TIMER);VB;08/12/2025;12.0;1722.475;28469.7;2025
RESIDENCIAL FUSION - AC05925;DUTOS;SENSOR DE MONÓXIDO DE CARBONO;SENSOR DE MONÓXIDO DE CARBONO;UNID.;08/12/2025;12.0;1450.365;17404.38;2025
RESIDENCIAL FUSION - AC05925;DUTOS;SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);CJ;08/12/2025;80.0;10.0;1600.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;VENEZIANA TROPICAL TAE 1000X200;VENEZIANA TROPICAL TAE 1000X200;UNID.;08/12/2025;1.0;220.0;220.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;VENEZIANA TROPICAL TAE 1250X1000;VENEZIANA TROPICAL TAE 1250X1000;UNID.;08/12/2025;1.0;1097.0;1097.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;VENEZIANA TROPICAL TAE 1400X800;VENEZIANA TROPICAL TAE 1400X800;UNID.;08/12/2025;1.0;997.0;997.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;VENEZIANA TROPICAL TAE 1500X1000;VENEZIANA TROPICAL TAE 1500X1000;UNID.;08/12/2025;1.0;1297.0;1297.0;2025
RESIDENCIAL FUSION - AC05925;DUTOS;VENEZIANA TROPICAL TAE 800X800;VENEZIANA TROPICAL TAE 800X800;UNID.;08/12/2025;1.0;599.0;599.0;2025
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;CABO PP 2 X 0,75MM;Cabo PP 2 x 0,75mm;M;09/01/2026;560.0;1.95;1092.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;DIFUSOR CIRCULAR PARA EXAUSTÃO COM REGULADOR DE VAZÃO, EM PLÁSTICO Ø100 MM. - VAZÃO: 120M3/H - REF.: SICFLUX RVA 100;DIFUSOR CIRCULAR PARA EXAUSTÃO COM REGULADOR DE VAZÃO, EM PLÁSTICO Ø100 MM. - VAZÃO: 120M3/H - REF.: SICFLUX RVA 100;UN;09/01/2026;8.0;35.0;280.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);M;09/01/2026;20.0;19.0;380.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø300 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø300 MM (BARRA COM 10 M);M;09/01/2026;10.0;40.0;400.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;GRADE S 150. REF.: SICFLUX;GRADE S 150. REF.: SICFLUX;UN;09/01/2026;4.0;22.5;90.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;GRELHA AUTOFECHANTE COM COLARIHHO, FABRICADO EM PLÁSTICO ABS COM ANTI-UV Ø100MM. SICFLUX GVAF 100.;GRELHA AUTOFECHANTE COM COLARIHHO, FABRICADO EM PLÁSTICO ABS COM ANTI-UV Ø100mm. SICFLUX GVAF 100.;UN;09/01/2026;10.0;14.5;145.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;INTERTRAVAMENTO COM A ILUMINAÇÃO;INTERTRAVAMENTO COM A ILUMINAÇÃO;VB;09/01/2026;8.0;100.0;1200.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;MANGUEIRA ELETRODUTO CORRUGADO 3/4;MANGUEIRA ELETRODUTO CORRUGADO 3/4;M;09/01/2026;566.0;1.3450000000000002;752.6;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;QUADRO DE COMANDO 0,03KW;QUADRO DE COMANDO 0,03KW;VB;09/01/2026;2.0;500.0;1600.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;09/01/2026;6.0;10.0;90.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTOS;CAIXA DE FILTRO PARA TOMADA DE AR EXTERNO. PARA DUTOS DIÂMETRO Ø100 MM. FILTROS CLASSE G4 E F8. REF.: FILBOX RED 100 SICFLUX.;CAIXA DE FILTRO PARA TOMADA DE AR EXTERNO. PARA DUTOS DIÂMETRO Ø100 mm. FILTROS CLASSE G4 E F8. REF.: FILBOX RED 100 SICFLUX.;UNID.;09/01/2026;2.0;609.515;1419.03;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTOS;JOELHO 90° PVC Ø100MM;JOELHO 90° PVC Ø100MM;PÇ;09/01/2026;17.0;6.0;107.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTOS;LUVA PVC Ø100MM;LUVA PVC Ø100MM;PÇ;09/01/2026;12.0;18.0;216.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTOS;SUPORTES PARA TUBO PVC (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA TUBO PVC (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;09/01/2026;56.0;10.0;840.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;DUTOS;TUBO DE PVC Ø100 MM (TUBO DE 6M);TUBO DE PVC Ø100 MM (TUBO DE 6M);M;09/01/2026;72.0;13.0;3456.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;CAIXA DE PASSAGEM PARA HI-WALL. REF: POLAR CPP 011;CAIXA DE PASSAGEM PARA HI-WALL. REF: POLAR CPP 011;PÇ;09/01/2026;4.0;16.0;64.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;09/01/2026;4.0;110.0;440.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF:;CONEXÕES DE COBRE. REF:;VB;09/01/2026;2.0;10.0;20.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;09/01/2026;6.0;80.0;480.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;09/01/2026;6.0;200.0;1200.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;09/01/2026;13.0;210.0;2730.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;09/01/2026;6.0;130.0;780.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/4""";M;09/01/2026;52.0;29.0;1508.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;09/01/2026;252.0;11.0;2772.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";M;09/01/2026;236.0;7.75;1857.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;09/01/2026;40.0;13.0;520.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;09/01/2026;254.0;9.0;2340.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;09/01/2026;198.0;12.0;2376.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 7/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  7/8""";M;09/01/2026;8.0;22.0;176.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;09/01/2026;356.0;10.0;3560.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;09/01/2026;4.0;30.0;120.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (22M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (22m)";KG;09/01/2026;60.8;97.45;5924.96;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (132M)";"TUBO DE COBRE DIÂMETRO 1/2"" (132m)";KG;09/01/2026;80.0;97.45;7796.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (110M)";"TUBO DE COBRE DIÂMETRO 1/4"" (110m)";KG;09/01/2026;29.6;84.95;2522.6000000000004;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (18M)";"TUBO DE COBRE DIÂMETRO 3/4"" (18m)";KG;09/01/2026;32.0;84.95;2718.4;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (134M)";"TUBO DE COBRE DIÂMETRO 3/8"" (134m)";KG;09/01/2026;59.6;84.95;5063.02;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (112M)";"TUBO DE COBRE DIÂMETRO 5/8"" (112m)";KG;09/01/2026;85.8;84.95;7288.71;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (4M)";"TUBO DE COBRE DIÂMETRO 7/8"" (4m)";KG;09/01/2026;8.6;97.45;838.0699999999999;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"VÁLVULA ESFÉRICA DANFOSS GBC 1/2"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";"VÁLVULA ESFÉRICA DANFOSS GBC 1/2"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";UN;09/01/2026;4.0;119.0;676.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"VÁLVULA ESFÉRICA DANFOSS GBC 1/4"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";"VÁLVULA ESFÉRICA DANFOSS GBC 1/4"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";UN;09/01/2026;4.0;119.0;676.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"VÁLVULA ESFÉRICA DANFOSS GBC 3/8"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";"VÁLVULA ESFÉRICA DANFOSS GBC 3/8"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";UN;09/01/2026;6.0;119.0;1014.0;2026
RESIDÊNCIA JOÃO BATISTA - AC13425-R04;REDE FRIGORIGENA;"VÁLVULA ESFÉRICA DANFOSS GBC 5/8"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";"VÁLVULA ESFÉRICA DANFOSS GBC 5/8"" SOLDA COM PORTA DE ACESSO (TIPO SCHRADER)";UN;09/01/2026;6.0;119.0;1014.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTO;CABO ÉLETRICO 1,5MM²;CABO ÉLETRICO 1,5mm²;M;16/03/2026;108.0;1.5;324.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTO;CHAPA DE AÇO GALVANIZADO #26;CHAPA DE AÇO GALVANIZADO #26;KG;16/03/2026;122.0;13.0;4026.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTO;ISOLAMENTO LÃ DE PET;ISOLAMENTO LÃ DE PET;M²;16/03/2026;29.0;18.0;522.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;16/03/2026;36.0;2.0;144.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;16/03/2026;12.0;15.0;300.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTOS;ACESSÓRIOS PARA REDE DE DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;ACESSÓRIOS PARA REDE DE  DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;VB;16/03/2026;1.0;500.0;700.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTOS;GRELHA DUPLA DEFLEXAO 600X250;GRELHA DUPLA DEFLEXAO 600X250;UNID.;16/03/2026;6.0;400.0;2400.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;DUTOS;SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);CJ;16/03/2026;11.0;15.0;330.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;16/03/2026;2.0;100.0;200.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;16/03/2026;0.1;280.0;28.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;16/03/2026;0.1;280.0;28.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;16/03/2026;0.1;150.0;15.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;16/03/2026;6.0;5.0;30.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 7/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  7/8""";M;16/03/2026;6.0;5.0;30.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;16/03/2026;24.0;15.0;600.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLASTICO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLASTICO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;16/03/2026;2.0;30.0;60.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (4M)";"TUBO DE COBRE DIÂMETRO 3/8"" (4m)";KG;16/03/2026;0.8;150.0;120.0;2026
TEATRO ELIAS ANGELONI - HANGAR - AC12925-R2;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (4M)";"TUBO DE COBRE DIÂMETRO 7/8"" (4m)";KG;16/03/2026;2.32;150.0;348.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);M;24/02/2026;40.0;14.0;560.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);M;24/02/2026;40.0;20.0;800.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;INTERTRAVAMENTO COM A ILUMINAÇÃO;INTERTRAVAMENTO COM A ILUMINAÇÃO;VB;24/02/2026;2.0;300.0;1200.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;QUADRO DE COMANDO 0,24KW;QUADRO DE COMANDO 0,24KW;VB;24/02/2026;4.0;300.0;2400.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;QUADRO DE COMANDO 0,33KW;QUADRO DE COMANDO 0,33KW;VB;24/02/2026;4.0;750.0;5000.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;QUADRO DE COMANDO 0,47KW;QUADRO DE COMANDO 0,47KW;VB;24/02/2026;2.0;750.0;2500.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;24/02/2026;56.0;10.0;700.0;2026
UNIDADE BÁSICA DE SAÚDE ENCOSTA DO SOL - AC14425;DUTOS;ACESSÓRIOS PARA REDE DE DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;ACESSÓRIOS PARA REDE DE  DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;VB;24/02/2026;4.0;255.0;1040.0;2026
